"","ADJECTIVE","POS.FREQ","NEG.FREQ","TomDS"
"3934","snobbish",0,1,0
"3935","snobby",0,1,0
"3936","snobish",0,1,0
"3937","snobs",0,1,0
"3938","snub",0,1,0
"3939","so-cal",0,1,0
"3940","soapy",0,1,0
"3941","sob",0,1,0
"3942","sober",0,1,0
"3943","sobering",0,1,0
"3944","solemn",0,1,0
"3945","solicitude",0,1,0
"3946","somber",0,1,0
"3947","sore",0,1,0
"3948","sorely",0,1,0
"3949","soreness",0,1,0
"3950","sorrow",0,1,0
"3951","sorrowful",0,1,0
"3952","sorrowfully",0,1,0
"3953","sorry",0,1,0
"3954","sour",0,1,0
"3955","sourly",0,1,0
"3956","spade",0,1,0
"3957","spank",0,1,0
"3958","spendy",0,1,0
"3959","spew",0,1,0
"3960","spewed",0,1,0
"3961","spewing",0,1,0
"3962","spews",0,1,0
"3963","spilling",0,1,0
"3964","spinster",0,1,0
"3965","spiritless",0,1,0
"3966","spite",0,1,0
"3967","spiteful",0,1,0
"3968","spitefully",0,1,0
"3969","spitefulness",0,1,0
"3970","splatter",0,1,0
"3971","split",0,1,0
"3972","splitting",0,1,0
"3973","spoil",0,1,0
"3974","spoilage",0,1,0
"3975","spoilages",0,1,0
"3976","spoiled",0,1,0
"3977","spoilled",0,1,0
"3978","spoils",0,1,0
"3979","spook",0,1,0
"3980","spookier",0,1,0
"3981","spookiest",0,1,0
"3982","spookily",0,1,0
"3983","spooky",0,1,0
"3984","spoon-fed",0,1,0
"3985","spoon-feed",0,1,0
"3986","spoonfed",0,1,0
"3987","sporadic",0,1,0
"3988","spotty",0,1,0
"3989","spurious",0,1,0
"3990","spurn",0,1,0
"3991","sputter",0,1,0
"3992","squabble",0,1,0
"3993","squabbling",0,1,0
"3994","squander",0,1,0
"3995","squash",0,1,0
"3996","squeak",0,1,0
"3997","squeaks",0,1,0
"3998","squeaky",0,1,0
"3999","squeal",0,1,0
"4000","squealing",0,1,0
"4001","squeals",0,1,0
"4002","squirm",0,1,0
"4003","stab",0,1,0
"4004","stagnant",0,1,0
"4005","stagnate",0,1,0
"4006","stagnation",0,1,0
"4007","staid",0,1,0
"4008","stain",0,1,0
"4009","stains",0,1,0
"4010","stale",0,1,0
"4011","stalemate",0,1,0
"4012","stall",0,1,0
"4013","stalls",0,1,0
"4014","stammer",0,1,0
"4015","stampede",0,1,0
"4016","standstill",0,1,0
"4017","stark",0,1,0
"4018","starkly",0,1,0
"4019","startle",0,1,0
"4020","startling",0,1,0
"4021","startlingly",0,1,0
"4022","starvation",0,1,0
"4023","starve",0,1,0
"4024","static",0,1,0
"4025","steal",0,1,0
"4026","stealing",0,1,0
"4027","steals",0,1,0
"4028","steep",0,1,0
"4029","steeply",0,1,0
"4030","stench",0,1,0
"4031","stereotype",0,1,0
"4032","stereotypical",0,1,0
"4033","stereotypically",0,1,0
"4034","stern",0,1,0
"4035","stew",0,1,0
"4036","sticky",0,1,0
"4037","stiff",0,1,0
"4038","stiffness",0,1,0
"4039","stifle",0,1,0
"4040","stifling",0,1,0
"4041","stiflingly",0,1,0
"4042","stigma",0,1,0
"4043","stigmatize",0,1,0
"4044","sting",0,1,0
"4045","stinging",0,1,0
"4046","stingingly",0,1,0
"4047","stingy",0,1,0
"4048","stink",0,1,0
"4049","stinks",0,1,0
"4050","stodgy",0,1,0
"4051","stole",0,1,0
"4052","stolen",0,1,0
"4053","stooge",0,1,0
"4054","stooges",0,1,0
"4055","stormy",0,1,0
"4056","straggle",0,1,0
"4057","straggler",0,1,0
"4058","strain",0,1,0
"4059","strained",0,1,0
"4060","straining",0,1,0
"4061","strange",0,1,0
"4062","strangely",0,1,0
"4063","stranger",0,1,0
"4064","strangest",0,1,0
"4065","strangle",0,1,0
"4066","streaky",0,1,0
"4067","strenuous",0,1,0
"4068","stress",0,1,0
"4069","stresses",0,1,0
"4070","stressful",0,1,0
"4071","stressfully",0,1,0
"4072","stricken",0,1,0
"4073","strict",0,1,0
"4074","strictly",0,1,0
"4075","strident",0,1,0
"4076","stridently",0,1,0
"4077","strife",0,1,0
"4078","strike",0,1,0
"4079","stringent",0,1,0
"4080","stringently",0,1,0
"4081","struck",0,1,0
"4082","struggle",0,1,0
"4083","struggled",0,1,0
"4084","struggles",0,1,0
"4085","struggling",0,1,0
"4086","strut",0,1,0
"4087","stubborn",0,1,0
"4088","stubbornly",0,1,0
"4089","stubbornness",0,1,0
"4090","stuck",0,1,0
"4091","stuffy",0,1,0
"4092","stumble",0,1,0
"4093","stumbled",0,1,0
"4094","stumbles",0,1,0
"4095","stump",0,1,0
"4096","stumped",0,1,0
"4097","stumps",0,1,0
"4098","stun",0,1,0
"4099","stunt",0,1,0
"4100","stunted",0,1,0
"4101","stupid",0,1,0
"4102","stupidest",0,1,0
"4103","stupidity",0,1,0
"4104","stupidly",0,1,0
"4105","stupified",0,1,0
"4106","stupify",0,1,0
"4107","stupor",0,1,0
"4108","stutter",0,1,0
"4109","stuttered",0,1,0
"4110","stuttering",0,1,0
"4111","stutters",0,1,0
"4112","sty",0,1,0
"4113","stymied",0,1,0
"4114","sub-par",0,1,0
"4115","subdued",0,1,0
"4116","subjected",0,1,0
"4117","subjection",0,1,0
"4118","subjugate",0,1,0
"4119","subjugation",0,1,0
"4120","submissive",0,1,0
"4121","subordinate",0,1,0
"4122","subpoena",0,1,0
"4123","subpoenas",0,1,0
"4124","subservience",0,1,0
"4125","subservient",0,1,0
"4126","substandard",0,1,0
"4127","subtract",0,1,0
"4128","subversion",0,1,0
"4129","subversive",0,1,0
"4130","subversively",0,1,0
"4131","subvert",0,1,0
"4132","succumb",0,1,0
"4133","suck",0,1,0
"4134","sucked",0,1,0
"4135","sucker",0,1,0
"4136","sucks",0,1,0
"4137","sucky",0,1,0
"4138","sue",0,1,0
"4139","sued",0,1,0
"4140","sueing",0,1,0
"4141","sues",0,1,0
"4142","suffer",0,1,0
"4143","suffered",0,1,0
"4144","sufferer",0,1,0
"4145","sufferers",0,1,0
"4146","suffering",0,1,0
"4147","suffers",0,1,0
"4148","suffocate",0,1,0
"4149","sugar-coat",0,1,0
"4150","sugar-coated",0,1,0
"4151","sugarcoated",0,1,0
"4152","suicidal",0,1,0
"4153","suicide",0,1,0
"4154","sulk",0,1,0
"4155","sullen",0,1,0
"4156","sully",0,1,0
"4157","sunder",0,1,0
"4158","sunk",0,1,0
"4159","sunken",0,1,0
"4160","superficial",0,1,0
"4161","superficiality",0,1,0
"4162","superficially",0,1,0
"4163","superfluous",0,1,0
"4164","superstition",0,1,0
"4165","superstitious",0,1,0
"4166","suppress",0,1,0
"4167","suppression",0,1,0
"4168","surrender",0,1,0
"4169","susceptible",0,1,0
"4170","suspect",0,1,0
"4171","suspicion",0,1,0
"4172","suspicions",0,1,0
"4173","suspicious",0,1,0
"4174","suspiciously",0,1,0
"4175","swagger",0,1,0
"4176","swamped",0,1,0
"4177","sweaty",0,1,0
"4178","swelled",0,1,0
"4179","swelling",0,1,0
"4180","swindle",0,1,0
"4181","swipe",0,1,0
"4182","swollen",0,1,0
"4183","symptom",0,1,0
"4184","symptoms",0,1,0
"4185","syndrome",0,1,0
"4186","taboo",0,1,0
"4187","tacky",0,1,0
"4188","taint",0,1,0
"4189","tainted",0,1,0
"4190","tamper",0,1,0
"4191","tangle",0,1,0
"4192","tangled",0,1,0
"4193","tangles",0,1,0
"4194","tank",0,1,0
"4195","tanked",0,1,0
"4196","tanks",0,1,0
"4197","tantrum",0,1,0
"4198","tardy",0,1,0
"4199","tarnish",0,1,0
"4200","tarnished",0,1,0
"4201","tarnishes",0,1,0
"4202","tarnishing",0,1,0
"4203","tattered",0,1,0
"4204","taunt",0,1,0
"4205","taunting",0,1,0
"4206","tauntingly",0,1,0
"4207","taunts",0,1,0
"4208","taut",0,1,0
"4209","tawdry",0,1,0
"4210","taxing",0,1,0
"4211","tease",0,1,0
"4212","teasingly",0,1,0
"4213","tedious",0,1,0
"4214","tediously",0,1,0
"4215","temerity",0,1,0
"4216","temper",0,1,0
"4217","tempest",0,1,0
"4218","temptation",0,1,0
"4219","tenderness",0,1,0
"4220","tense",0,1,0
"4221","tension",0,1,0
"4222","tentative",0,1,0
"4223","tentatively",0,1,0
"4224","tenuous",0,1,0
"4225","tenuously",0,1,0
"4226","tepid",0,1,0
"4227","terrible",0,1,0
"4228","terribleness",0,1,0
"4229","terribly",0,1,0
"4230","terror",0,1,0
"4231","terror-genic",0,1,0
"4232","terrorism",0,1,0
"4233","terrorize",0,1,0
"4234","testily",0,1,0
"4235","testy",0,1,0
"4236","tetchily",0,1,0
"4237","tetchy",0,1,0
"4238","thankless",0,1,0
"4239","thicker",0,1,0
"4240","thirst",0,1,0
"4241","thorny",0,1,0
"4242","thoughtless",0,1,0
"4243","thoughtlessly",0,1,0
"4244","thoughtlessness",0,1,0
"4245","thrash",0,1,0
"4246","threat",0,1,0
"4247","threaten",0,1,0
"4248","threatening",0,1,0
"4249","threats",0,1,0
"4250","threesome",0,1,0
"4251","throb",0,1,0
"4252","throbbed",0,1,0
"4253","throbbing",0,1,0
"4254","throbs",0,1,0
"4255","throttle",0,1,0
"4256","thug",0,1,0
"4257","thumb-down",0,1,0
"4258","thumbs-down",0,1,0
"4259","thwart",0,1,0
"4260","time-consuming",0,1,0
"4261","timid",0,1,0
"4262","timidity",0,1,0
"4263","timidly",0,1,0
"4264","timidness",0,1,0
"4265","tin-y",0,1,0
"4266","tingled",0,1,0
"4267","tingling",0,1,0
"4268","tired",0,1,0
"4269","tiresome",0,1,0
"4270","tiring",0,1,0
"4271","tiringly",0,1,0
"4272","toil",0,1,0
"4273","toll",0,1,0
"4274","top-heavy",0,1,0
"4275","topple",0,1,0
"4276","torment",0,1,0
"4277","tormented",0,1,0
"4278","torrent",0,1,0
"4279","tortuous",0,1,0
"4280","torture",0,1,0
"4281","tortured",0,1,0
"4282","tortures",0,1,0
"4283","torturing",0,1,0
"4284","torturous",0,1,0
"4285","torturously",0,1,0
"4286","totalitarian",0,1,0
"4287","touchy",0,1,0
"4288","toughness",0,1,0
"4289","tout",0,1,0
"4290","touted",0,1,0
"4291","touts",0,1,0
"4292","toxic",0,1,0
"4293","traduce",0,1,0
"4294","tragedy",0,1,0
"4295","tragic",0,1,0
"4296","tragically",0,1,0
"4297","traitor",0,1,0
"4298","traitorous",0,1,0
"4299","traitorously",0,1,0
"4300","tramp",0,1,0
"4301","trample",0,1,0
"4302","transgress",0,1,0
"4303","transgression",0,1,0
"4304","trap",0,1,0
"4305","traped",0,1,0
"4306","trapped",0,1,0
"4307","trash",0,1,0
"4308","trashed",0,1,0
"4309","trashy",0,1,0
"4310","trauma",0,1,0
"4311","traumatic",0,1,0
"4312","traumatically",0,1,0
"4313","traumatize",0,1,0
"4314","traumatized",0,1,0
"4315","travesties",0,1,0
"4316","travesty",0,1,0
"4317","treacherous",0,1,0
"4318","treacherously",0,1,0
"4319","treachery",0,1,0
"4320","treason",0,1,0
"4321","treasonous",0,1,0
"4322","trick",0,1,0
"4323","tricked",0,1,0
"4324","trickery",0,1,0
"4325","tricky",0,1,0
"4326","trivial",0,1,0
"4327","trivialize",0,1,0
"4328","trouble",0,1,0
"4329","troubled",0,1,0
"4330","troublemaker",0,1,0
"4331","troubles",0,1,0
"4332","troublesome",0,1,0
"4333","troublesomely",0,1,0
"4334","troubling",0,1,0
"4335","troublingly",0,1,0
"4336","truant",0,1,0
"4337","tumble",0,1,0
"4338","tumbled",0,1,0
"4339","tumbles",0,1,0
"4340","tumultuous",0,1,0
"4341","turbulent",0,1,0
"4342","turmoil",0,1,0
"4343","twist",0,1,0
"4344","twisted",0,1,0
"4345","twists",0,1,0
"4346","two-faced",0,1,0
"4347","two-faces",0,1,0
"4348","tyrannical",0,1,0
"4349","tyrannically",0,1,0
"4350","tyranny",0,1,0
"4351","tyrant",0,1,0
"4352","ugh",0,1,0
"4353","uglier",0,1,0
"4354","ugliest",0,1,0
"4355","ugliness",0,1,0
"4356","ugly",0,1,0
"4357","ulterior",0,1,0
"4358","ultimatum",0,1,0
"4359","ultimatums",0,1,0
"4360","ultra-hardline",0,1,0
"4361","un-viewable",0,1,0
"4362","unable",0,1,0
"4363","unacceptable",0,1,0
"4364","unacceptablely",0,1,0
"4365","unacceptably",0,1,0
"4366","unaccessible",0,1,0
"4367","unaccustomed",0,1,0
"4368","unachievable",0,1,0
"4369","unaffordable",0,1,0
"4370","unappealing",0,1,0
"4371","unattractive",0,1,0
"4372","unauthentic",0,1,0
"4373","unavailable",0,1,0
"4374","unavoidably",0,1,0
"4375","unbearable",0,1,0
"4376","unbearablely",0,1,0
"4377","unbelievable",0,1,0
"4378","unbelievably",0,1,0
"4379","uncaring",0,1,0
"4380","uncertain",0,1,0
"4381","uncivil",0,1,0
"4382","uncivilized",0,1,0
"4383","unclean",0,1,0
"4384","unclear",0,1,0
"4385","uncollectible",0,1,0
"4386","uncomfortable",0,1,0
"4387","uncomfortably",0,1,0
"4388","uncomfy",0,1,0
"4389","uncompetitive",0,1,0
"4390","uncompromising",0,1,0
"4391","uncompromisingly",0,1,0
"4392","unconfirmed",0,1,0
"4393","unconstitutional",0,1,0
"4394","uncontrolled",0,1,0
"4395","unconvincing",0,1,0
"4396","unconvincingly",0,1,0
"4397","uncooperative",0,1,0
"4398","uncouth",0,1,0
"4399","uncreative",0,1,0
"4400","undecided",0,1,0
"4401","undefined",0,1,0
"4402","undependability",0,1,0
"4403","undependable",0,1,0
"4404","undercut",0,1,0
"4405","undercuts",0,1,0
"4406","undercutting",0,1,0
"4407","underdog",0,1,0
"4408","underestimate",0,1,0
"4409","underlings",0,1,0
"4410","undermine",0,1,0
"4411","undermined",0,1,0
"4412","undermines",0,1,0
"4413","undermining",0,1,0
"4414","underpaid",0,1,0
"4415","underpowered",0,1,0
"4416","undersized",0,1,0
"4417","undesirable",0,1,0
"4418","undetermined",0,1,0
"4419","undid",0,1,0
"4420","undignified",0,1,0
"4421","undissolved",0,1,0
"4422","undocumented",0,1,0
"4423","undone",0,1,0
"4424","undue",0,1,0
"4425","unease",0,1,0
"4426","uneasily",0,1,0
"4427","uneasiness",0,1,0
"4428","uneasy",0,1,0
"4429","uneconomical",0,1,0
"4430","unemployed",0,1,0
"4431","unequal",0,1,0
"4432","unethical",0,1,0
"4433","uneven",0,1,0
"4434","uneventful",0,1,0
"4435","unexpected",0,1,0
"4436","unexpectedly",0,1,0
"4437","unexplained",0,1,0
"4438","unfairly",0,1,0
"4439","unfaithful",0,1,0
"4440","unfaithfully",0,1,0
"4441","unfamiliar",0,1,0
"4442","unfavorable",0,1,0
"4443","unfeeling",0,1,0
"4444","unfinished",0,1,0
"4445","unfit",0,1,0
"4446","unforeseen",0,1,0
"4447","unforgiving",0,1,0
"4448","unfortunate",0,1,0
"4449","unfortunately",0,1,0
"4450","unfounded",0,1,0
"4451","unfriendly",0,1,0
"4452","unfulfilled",0,1,0
"4453","unfunded",0,1,0
"4454","ungovernable",0,1,0
"4455","ungrateful",0,1,0
"4456","unhappily",0,1,0
"4457","unhappiness",0,1,0
"4458","unhappy",0,1,0
"4459","unhealthy",0,1,0
"4460","unhelpful",0,1,0
"4461","unilateralism",0,1,0
"4462","unimaginable",0,1,0
"4463","unimaginably",0,1,0
"4464","unimportant",0,1,0
"4465","uninformed",0,1,0
"4466","uninsured",0,1,0
"4467","unintelligible",0,1,0
"4468","unintelligile",0,1,0
"4469","unipolar",0,1,0
"4470","unjust",0,1,0
"4471","unjustifiable",0,1,0
"4472","unjustifiably",0,1,0
"4473","unjustified",0,1,0
"4474","unjustly",0,1,0
"4475","unkind",0,1,0
"4476","unkindly",0,1,0
"4477","unknown",0,1,0
"4478","unlamentable",0,1,0
"4479","unlamentably",0,1,0
"4480","unlawful",0,1,0
"4481","unlawfully",0,1,0
"4482","unlawfulness",0,1,0
"4483","unleash",0,1,0
"4484","unlicensed",0,1,0
"4485","unlikely",0,1,0
"4486","unlucky",0,1,0
"4487","unmoved",0,1,0
"4488","unnatural",0,1,0
"4489","unnaturally",0,1,0
"4490","unnecessary",0,1,0
"4491","unneeded",0,1,0
"4492","unnerve",0,1,0
"4493","unnerved",0,1,0
"4494","unnerving",0,1,0
"4495","unnervingly",0,1,0
"4496","unnoticed",0,1,0
"4497","unobserved",0,1,0
"4498","unorthodox",0,1,0
"4499","unorthodoxy",0,1,0
"4500","unpleasant",0,1,0
"4501","unpleasantries",0,1,0
"4502","unpopular",0,1,0
"4503","unpredictable",0,1,0
"4504","unprepared",0,1,0
"4505","unproductive",0,1,0
"4506","unprofitable",0,1,0
"4507","unprove",0,1,0
"4508","unproved",0,1,0
"4509","unproven",0,1,0
"4510","unproves",0,1,0
"4511","unproving",0,1,0
"4512","unqualified",0,1,0
"4513","unravel",0,1,0
"4514","unraveled",0,1,0
"4515","unreachable",0,1,0
"4516","unreadable",0,1,0
"4517","unrealistic",0,1,0
"4518","unreasonable",0,1,0
"4519","unreasonably",0,1,0
"4520","unrelenting",0,1,0
"4521","unrelentingly",0,1,0
"4522","unreliability",0,1,0
"4523","unreliable",0,1,0
"4524","unresolved",0,1,0
"4525","unresponsive",0,1,0
"4526","unrest",0,1,0
"4527","unruly",0,1,0
"4528","unsafe",0,1,0
"4529","unsatisfactory",0,1,0
"4530","unsavory",0,1,0
"4531","unscrupulous",0,1,0
"4532","unscrupulously",0,1,0
"4533","unsecure",0,1,0
"4534","unseemly",0,1,0
"4535","unsettle",0,1,0
"4536","unsettled",0,1,0
"4537","unsettling",0,1,0
"4538","unsettlingly",0,1,0
"4539","unskilled",0,1,0
"4540","unsophisticated",0,1,0
"4541","unsound",0,1,0
"4542","unspeakable",0,1,0
"4543","unspeakablely",0,1,0
"4544","unspecified",0,1,0
"4545","unstable",0,1,0
"4546","unsteadily",0,1,0
"4547","unsteadiness",0,1,0
"4548","unsteady",0,1,0
"4549","unsuccessful",0,1,0
"4550","unsuccessfully",0,1,0
"4551","unsupported",0,1,0
"4552","unsupportive",0,1,0
"4553","unsure",0,1,0
"4554","unsuspecting",0,1,0
"4555","unsustainable",0,1,0
"4556","untenable",0,1,0
"4557","untested",0,1,0
"4558","unthinkable",0,1,0
"4559","unthinkably",0,1,0
"4560","untimely",0,1,0
"4561","untouched",0,1,0
"4562","untrue",0,1,0
"4563","untrustworthy",0,1,0
"4564","untruthful",0,1,0
"4565","unusable",0,1,0
"4566","unusably",0,1,0
"4567","unuseable",0,1,0
"4568","unuseably",0,1,0
"4569","unusual",0,1,0
"4570","unusually",0,1,0
"4571","unviewable",0,1,0
"4572","unwanted",0,1,0
"4573","unwarranted",0,1,0
"4574","unwatchable",0,1,0
"4575","unwelcome",0,1,0
"4576","unwell",0,1,0
"4577","unwieldy",0,1,0
"4578","unwilling",0,1,0
"4579","unwillingly",0,1,0
"4580","unwillingness",0,1,0
"4581","unwise",0,1,0
"4582","unwisely",0,1,0
"4583","unworkable",0,1,0
"4584","unworthy",0,1,0
"4585","unyielding",0,1,0
"4586","upbraid",0,1,0
"4587","upheaval",0,1,0
"4588","uprising",0,1,0
"4589","uproar",0,1,0
"4590","uproarious",0,1,0
"4591","uproariously",0,1,0
"4592","uproarous",0,1,0
"4593","uproarously",0,1,0
"4594","uproot",0,1,0
"4595","upset",0,1,0
"4596","upseting",0,1,0
"4597","upsets",0,1,0
"4598","upsetting",0,1,0
"4599","upsettingly",0,1,0
"4600","urgent",0,1,0
"4601","useless",0,1,0
"4602","usurp",0,1,0
"4603","usurper",0,1,0
"4604","utterly",0,1,0
"4605","vagrant",0,1,0
"4606","vague",0,1,0
"4607","vagueness",0,1,0
"4608","vain",0,1,0
"4609","vainly",0,1,0
"4610","vanity",0,1,0
"4611","vehement",0,1,0
"4612","vehemently",0,1,0
"4613","vengeance",0,1,0
"4614","vengeful",0,1,0
"4615","vengefully",0,1,0
"4616","vengefulness",0,1,0
"4617","venom",0,1,0
"4618","venomous",0,1,0
"4619","venomously",0,1,0
"4620","vent",0,1,0
"4621","vestiges",0,1,0
"4622","vex",0,1,0
"4623","vexation",0,1,0
"4624","vexing",0,1,0
"4625","vexingly",0,1,0
"4626","vibrate",0,1,0
"4627","vibrated",0,1,0
"4628","vibrates",0,1,0
"4629","vibrating",0,1,0
"4630","vibration",0,1,0
"4631","vice",0,1,0
"4632","vicious",0,1,0
"4633","viciously",0,1,0
"4634","viciousness",0,1,0
"4635","victimize",0,1,0
"4636","vile",0,1,0
"4637","vileness",0,1,0
"4638","vilify",0,1,0
"4639","villainous",0,1,0
"4640","villainously",0,1,0
"4641","villains",0,1,0
"4642","villian",0,1,0
"4643","villianous",0,1,0
"4644","villianously",0,1,0
"4645","villify",0,1,0
"4646","vindictive",0,1,0
"4647","vindictively",0,1,0
"4648","vindictiveness",0,1,0
"4649","violate",0,1,0
"4650","violation",0,1,0
"4651","violator",0,1,0
"4652","violators",0,1,0
"4653","violent",0,1,0
"4654","violently",0,1,0
"4655","viper",0,1,0
"4656","virulence",0,1,0
"4657","virulent",0,1,0
"4658","virulently",0,1,0
"4659","virus",0,1,0
"4660","vociferous",0,1,0
"4661","vociferously",0,1,0
"4662","volatile",0,1,0
"4663","volatility",0,1,0
"4664","vomit",0,1,0
"4665","vomited",0,1,0
"4666","vomiting",0,1,0
"4667","vomits",0,1,0
"4668","vulgar",0,1,0
"4669","vulnerable",0,1,0
"4670","wack",0,1,0
"4671","wail",0,1,0
"4672","wallow",0,1,0
"4673","wane",0,1,0
"4674","waning",0,1,0
"4675","wanton",0,1,0
"4676","war-like",0,1,0
"4677","warily",0,1,0
"4678","wariness",0,1,0
"4679","warlike",0,1,0
"4680","warned",0,1,0
"4681","warning",0,1,0
"4682","warp",0,1,0
"4683","warped",0,1,0
"4684","wary",0,1,0
"4685","washed-out",0,1,0
"4686","waste",0,1,0
"4687","wasted",0,1,0
"4688","wasteful",0,1,0
"4689","wastefulness",0,1,0
"4690","wasting",0,1,0
"4691","water-down",0,1,0
"4692","watered-down",0,1,0
"4693","wayward",0,1,0
"4694","weak",0,1,0
"4695","weaken",0,1,0
"4696","weakening",0,1,0
"4697","weaker",0,1,0
"4698","weakness",0,1,0
"4699","weaknesses",0,1,0
"4700","weariness",0,1,0
"4701","wearisome",0,1,0
"4702","weary",0,1,0
"4703","wedge",0,1,0
"4704","weed",0,1,0
"4705","weep",0,1,0
"4706","weird",0,1,0
"4707","weirdly",0,1,0
"4708","wheedle",0,1,0
"4709","whimper",0,1,0
"4710","whine",0,1,0
"4711","whining",0,1,0
"4712","whiny",0,1,0
"4713","whips",0,1,0
"4714","whore",0,1,0
"4715","whores",0,1,0
"4716","wicked",0,1,0
"4717","wickedly",0,1,0
"4718","wickedness",0,1,0
"4719","wild",0,1,0
"4720","wildly",0,1,0
"4721","wiles",0,1,0
"4722","wilt",0,1,0
"4723","wily",0,1,0
"4724","wimpy",0,1,0
"4725","wince",0,1,0
"4726","wobble",0,1,0
"4727","wobbled",0,1,0
"4728","wobbles",0,1,0
"4729","woe",0,1,0
"4730","woebegone",0,1,0
"4731","woeful",0,1,0
"4732","woefully",0,1,0
"4733","womanizer",0,1,0
"4734","womanizing",0,1,0
"4735","worn",0,1,0
"4736","worried",0,1,0
"4737","worriedly",0,1,0
"4738","worrier",0,1,0
"4739","worries",0,1,0
"4740","worrisome",0,1,0
"4741","worry",0,1,0
"4742","worrying",0,1,0
"4743","worryingly",0,1,0
"4744","worse",0,1,0
"4745","worsen",0,1,0
"4746","worsening",0,1,0
"4747","worst",0,1,0
"4748","worthless",0,1,0
"4749","worthlessly",0,1,0
"4750","worthlessness",0,1,0
"4751","wound",0,1,0
"4752","wounds",0,1,0
"4753","wrangle",0,1,0
"4754","wrath",0,1,0
"4755","wreak",0,1,0
"4756","wreaked",0,1,0
"4757","wreaks",0,1,0
"4758","wreck",0,1,0
"4759","wrest",0,1,0
"4760","wrestle",0,1,0
"4761","wretch",0,1,0
"4762","wretched",0,1,0
"4763","wretchedly",0,1,0
"4764","wretchedness",0,1,0
"4765","wrinkle",0,1,0
"4766","wrinkled",0,1,0
"4767","wrinkles",0,1,0
"4768","wrip",0,1,0
"4769","wripped",0,1,0
"4770","wripping",0,1,0
"4771","writhe",0,1,0
"4772","wrong",0,1,0
"4773","wrongful",0,1,0
"4774","wrongly",0,1,0
"4775","wrought",0,1,0
"4776","yawn",0,1,0
"4777","zap",0,1,0
"4778","zapped",0,1,0
"4779","zaps",0,1,0
"4780","zealot",0,1,0
"4781","zealous",0,1,0
"4782","zealously",0,1,0
"4783","zombie",0,1,0
"4784","abound",1,0,0
"4785","abounds",1,0,0
"4786","abundance",1,0,0
"4787","abundant",1,0,0
"4788","accessable",1,0,0
"4789","accessible",1,0,0
"4790","acclaim",1,0,0
"4791","acclaimed",1,0,0
"4792","acclamation",1,0,0
"4793","accolade",1,0,0
"4794","accolades",1,0,0
"4795","accommodative",1,0,0
"4796","accomodative",1,0,0
"4797","accomplish",1,0,0
"4798","accomplished",1,0,0
"4799","accomplishment",1,0,0
"4800","accomplishments",1,0,0
"4801","accurate",1,0,0
"4802","accurately",1,0,0
"4803","achievable",1,0,0
"4804","achievement",1,0,0
"4805","achievements",1,0,0
"4806","achievible",1,0,0
"4807","acumen",1,0,0
"4808","adaptable",1,0,0
"4809","adaptive",1,0,0
"4810","adequate",1,0,0
"4811","adjustable",1,0,0
"4812","admirable",1,0,0
"4813","admirably",1,0,0
"4814","admiration",1,0,0
"4815","admire",1,0,0
"4816","admirer",1,0,0
"4817","admiring",1,0,0
"4818","admiringly",1,0,0
"4819","adorable",1,0,0
"4820","adore",1,0,0
"4821","adored",1,0,0
"4822","adorer",1,0,0
"4823","adoring",1,0,0
"4824","adoringly",1,0,0
"4825","adroit",1,0,0
"4826","adroitly",1,0,0
"4827","adulate",1,0,0
"4828","adulation",1,0,0
"4829","adulatory",1,0,0
"4830","advanced",1,0,0
"4831","advantage",1,0,0
"4832","advantageous",1,0,0
"4833","advantageously",1,0,0
"4834","advantages",1,0,0
"4835","adventuresome",1,0,0
"4836","adventurous",1,0,0
"4837","advocate",1,0,0
"4838","advocated",1,0,0
"4839","advocates",1,0,0
"4840","affability",1,0,0
"4841","affable",1,0,0
"4842","affably",1,0,0
"4843","affectation",1,0,0
"4844","affection",1,0,0
"4845","affectionate",1,0,0
"4846","affinity",1,0,0
"4847","affirm",1,0,0
"4848","affirmation",1,0,0
"4849","affirmative",1,0,0
"4850","affluence",1,0,0
"4851","affluent",1,0,0
"4852","afford",1,0,0
"4853","affordable",1,0,0
"4854","affordably",1,0,0
"4855","afordable",1,0,0
"4856","agile",1,0,0
"4857","agilely",1,0,0
"4858","agility",1,0,0
"4859","agreeable",1,0,0
"4860","agreeableness",1,0,0
"4861","agreeably",1,0,0
"4862","all-around",1,0,0
"4863","alluring",1,0,0
"4864","alluringly",1,0,0
"4865","altruistic",1,0,0
"4866","altruistically",1,0,0
"4867","amaze",1,0,0
"4868","amazed",1,0,0
"4869","amazement",1,0,0
"4870","amazes",1,0,0
"4871","amazing",1,0,0
"4872","amazingly",1,0,0
"4873","ambitious",1,0,0
"4874","ambitiously",1,0,0
"4875","ameliorate",1,0,0
"4876","amenable",1,0,0
"4877","amenity",1,0,0
"4878","amiability",1,0,0
"4879","amiabily",1,0,0
"4880","amiable",1,0,0
"4881","amicability",1,0,0
"4882","amicable",1,0,0
"4883","amicably",1,0,0
"4884","amity",1,0,0
"4885","ample",1,0,0
"4886","amply",1,0,0
"4887","amuse",1,0,0
"4888","amusing",1,0,0
"4889","amusingly",1,0,0
"4890","angel",1,0,0
"4891","angelic",1,0,0
"4892","apotheosis",1,0,0
"4893","appeal",1,0,0
"4894","appealing",1,0,0
"4895","applaud",1,0,0
"4896","appreciable",1,0,0
"4897","appreciate",1,0,0
"4898","appreciated",1,0,0
